路线编号,路线起点,路线终点,路线距离(m),起点行政区,终点行政区
658,244,677,42.81,朝阳区,朝阳区
659,677,213,18.22,朝阳区,朝阳区
660,642,678,45.06,绿园区,绿园区
661,678,679,672.35,绿园区,绿园区
662,679,680,372.44,绿园区,绿园区
663,681,682,951.44,绿园区,绿园区
664,682,683,300.58,绿园区,绿园区
665,683,684,13.52,绿园区,绿园区
666,684,685,803.04,绿园区,绿园区
667,685,686,344.72,绿园区,绿园区
668,686,687,251.15,绿园区,绿园区
669,687,688,326.46,绿园区,绿园区
670,688,689,157.81,绿园区,绿园区
671,689,690,75.11,绿园区,绿园区
672,690,691,158.59,绿园区,绿园区
673,691,692,178.57,绿园区,绿园区
674,692,693,54.83,绿园区,绿园区
675,693,694,1092.98,绿园区,绿园区
676,694,695,207.65,绿园区,绿园区
677,696,697,1334.63,绿园区,绿园区
678,697,698,305.74,绿园区,绿园区
679,698,699,54.0,绿园区,绿园区
680,699,700,31.33,绿园区,绿园区
681,700,701,50.98,绿园区,绿园区
682,701,702,881.79,绿园区,汽开区
683,702,703,19.05,汽开区,汽开区
684,703,704,771.46,汽开区,汽开区
685,705,706,8.67,绿园区,绿园区
686,706,707,18.71,绿园区,绿园区
687,707,696,35.81,绿园区,绿园区
688,696,708,9.81,绿园区,绿园区
689,708,681,12.07,绿园区,绿园区
690,681,709,8.47,绿园区,绿园区
691,709,705,29.59,绿园区,绿园区
692,707,710,707.3,绿园区,绿园区
693,642,711,14.46,绿园区,绿园区
694,711,712,361.7,绿园区,绿园区
695,712,713,452.0,绿园区,绿园区
696,713,714,22.99,绿园区,绿园区
697,714,533,556.78,绿园区,绿园区
698,533,547,16.34,绿园区,绿园区
699,547,715,234.2,绿园区,绿园区
700,715,716,140.91,绿园区,绿园区
701,716,717,97.04,绿园区,绿园区
702,717,186,126.62,绿园区,绿园区
703,186,718,178.05,绿园区,绿园区
704,718,719,181.49,绿园区,绿园区
705,719,720,365.76,绿园区,绿园区
706,720,721,13.58,绿园区,绿园区
707,721,722,534.37,绿园区,绿园区
708,722,723,187.94,绿园区,绿园区
709,723,724,134.91,绿园区,绿园区
710,724,725,134.58,绿园区,绿园区
711,725,726,37.56,绿园区,绿园区
712,726,727,114.93,绿园区,绿园区
713,727,728,129.82,绿园区,绿园区
714,728,729,154.06,绿园区,绿园区
715,729,730,125.97,绿园区,绿园区
716,730,731,157.7,绿园区,绿园区
717,731,732,81.87,绿园区,绿园区
718,148,733,166.31,汽开区,汽开区
719,733,734,224.5,汽开区,汽开区
720,734,522,418.99,汽开区,汽开区
721,521,735,418.58,汽开区,汽开区
722,735,149,392.2,汽开区,汽开区
723,736,737,150.88,汽开区,汽开区
724,737,738,34.64,汽开区,汽开区
725,738,739,44.38,汽开区,汽开区
726,739,740,26.15,汽开区,汽开区
727,740,741,29.96,汽开区,汽开区
728,741,742,61.0,汽开区,汽开区
729,742,743,24.92,汽开区,汽开区
730,744,745,27.58,汽开区,汽开区
731,745,746,33.42,汽开区,汽开区
732,746,747,24.95,汽开区,汽开区
733,747,748,42.02,汽开区,汽开区
734,748,749,34.91,汽开区,汽开区
735,749,750,151.9,汽开区,汽开区
736,751,752,361.89,汽开区,汽开区
737,752,753,278.16,汽开区,汽开区
738,753,754,82.26,汽开区,汽开区
739,754,735,10.44,汽开区,汽开区
740,735,734,9.41,汽开区,汽开区
741,526,755,169.86,汽开区,汽开区
742,755,721,289.29,汽开区,绿园区
743,721,756,808.28,绿园区,绿园区
744,756,757,653.41,绿园区,绿园区
745,757,758,9.06,绿园区,绿园区
746,759,760,9.07,绿园区,绿园区
747,760,761,150.73,绿园区,绿园区
748,761,762,284.54,绿园区,绿园区
749,762,763,218.71,绿园区,绿园区
750,763,764,299.77,绿园区,绿园区
751,764,765,239.54,绿园区,绿园区
752,765,720,272.89,绿园区,绿园区
753,720,527,460.77,绿园区,汽开区
754,766,767,164.84,绿园区,绿园区
755,768,766,649.93,绿园区,绿园区
756,769,768,222.03,绿园区,绿园区
757,767,770,102.46,绿园区,绿园区
758,770,771,73.47,绿园区,绿园区
759,771,772,571.9,绿园区,绿园区
760,772,773,86.13,绿园区,绿园区
761,773,774,181.37,绿园区,绿园区
762,774,775,47.19,绿园区,绿园区
763,776,777,109.12,绿园区,绿园区
764,777,778,123.89,绿园区,绿园区
765,778,779,14.44,绿园区,绿园区
766,779,780,117.99,绿园区,绿园区
767,780,759,86.89,绿园区,绿园区
768,759,758,12.94,绿园区,绿园区
769,758,776,42.54,绿园区,绿园区
770,781,782,1046.73,绿园区,绿园区
771,782,783,16.32,绿园区,绿园区
772,783,784,20.45,绿园区,绿园区
773,784,785,730.94,绿园区,绿园区
774,785,786,321.76,绿园区,绿园区
775,786,787,114.63,绿园区,绿园区
776,787,788,227.5,绿园区,绿园区
777,788,789,369.66,绿园区,绿园区
778,789,790,597.08,绿园区,绿园区
779,790,791,382.2,绿园区,绿园区
780,791,792,52.39,绿园区,绿园区
781,792,793,723.68,绿园区,绿园区
782,793,781,1091.42,绿园区,绿园区
783,641,794,537.5,绿园区,绿园区
784,794,795,22.36,绿园区,绿园区
785,795,796,249.0,绿园区,绿园区
786,796,797,143.87,绿园区,绿园区
787,797,798,516.01,绿园区,绿园区
788,798,799,10.43,绿园区,绿园区
789,799,789,16.03,绿园区,绿园区
790,800,801,320.37,南关区,南关区
791,801,802,433.66,南关区,南关区
792,802,803,15.96,南关区,南关区
793,803,804,390.51,南关区,南关区
794,804,805,64.64,南关区,南关区
795,805,806,14.46,南关区,南关区
796,806,807,47.27,南关区,南关区
797,807,808,263.45,南关区,南关区
798,808,809,270.26,南关区,南关区
799,809,810,337.49,南关区,南关区
800,810,811,53.22,南关区,南关区
801,811,812,273.58,南关区,南关区
802,812,813,349.34,南关区,南关区
803,813,814,101.56,南关区,南关区
804,815,816,328.15,汽开区,汽开区
805,816,817,93.54,汽开区,汽开区
806,817,818,627.11,汽开区,汽开区
807,818,819,21.58,汽开区,汽开区
808,819,820,392.83,汽开区,汽开区
809,820,821,898.23,汽开区,汽开区
810,821,822,17.96,汽开区,汽开区
811,823,824,15.39,汽开区,汽开区
812,824,825,313.1,汽开区,汽开区
813,825,826,274.38,汽开区,汽开区
814,826,827,27.41,汽开区,汽开区
815,827,828,272.21,汽开区,汽开区
816,828,829,132.58,汽开区,汽开区
817,829,830,281.7,汽开区,汽开区
818,830,831,550.46,汽开区,汽开区
819,540,539,9.17,汽开区,汽开区
820,539,622,334.25,汽开区,汽开区
821,622,832,244.49,汽开区,汽开区
822,832,833,553.96,汽开区,汽开区
823,45,137,606.43,长春新区(高新),长春新区(高新)
824,137,834,690.51,长春新区(高新),朝阳区
825,834,835,160.25,朝阳区,朝阳区
826,835,836,152.62,朝阳区,朝阳区
827,836,837,46.95,朝阳区,朝阳区
828,837,288,220.27,朝阳区,朝阳区
829,288,838,38.59,朝阳区,朝阳区
830,839,840,144.28,长春新区(高新),长春新区(高新)
831,840,841,490.61,长春新区(高新),长春新区(高新)
832,841,842,505.38,长春新区(高新),长春新区(高新)
833,842,843,56.83,长春新区(高新),长春新区(高新)
834,843,844,369.06,长春新区(高新),长春新区(高新)
835,844,845,1459.04,长春新区(高新),长春新区(高新)
836,845,846,466.18,长春新区(高新),长春新区(高新)
837,846,847,76.0,长春新区(高新),长春新区(高新)
838,847,848,195.0,长春新区(高新),长春新区(高新)
839,848,849,17.02,长春新区(高新),长春新区(高新)
840,849,850,382.73,长春新区(高新),长春新区(高新)
841,851,852,335.82,净月区,净月区
842,852,853,517.52,净月区,净月区
843,853,854,16.17,净月区,净月区
844,854,855,459.23,净月区,净月区
845,855,856,611.63,净月区,南关区
846,856,857,115.99,南关区,南关区
847,857,858,118.53,南关区,南关区
848,859,848,29.65,长春新区(高新),长春新区(高新)
849,848,860,254.7,长春新区(高新),长春新区(高新)
850,860,115,380.66,长春新区(高新),长春新区(高新)
851,115,861,786.69,长春新区(高新),长春新区(高新)
852,861,90,413.66,长春新区(高新),长春新区(高新)
853,90,122,15.1,长春新区(高新),长春新区(高新)
854,122,862,146.34,长春新区(高新),长春新区(高新)
855,862,863,234.43,长春新区(高新),长春新区(高新)
856,863,864,140.42,长春新区(高新),长春新区(高新)
857,864,865,5.8,长春新区(高新),长春新区(高新)
858,865,866,692.85,长春新区(高新),长春新区(高新)
859,866,867,98.05,长春新区(高新),长春新区(高新)
860,868,869,520.38,汽开区,长春新区(高新)
861,408,870,608.68,汽开区,汽开区
862,871,872,146.84,汽开区,汽开区
863,872,873,234.98,汽开区,汽开区
864,873,874,177.33,汽开区,汽开区
865,874,875,19.9,汽开区,汽开区
866,876,542,647.21,汽开区,汽开区
867,621,877,76.81,汽开区,汽开区
868,877,878,25.48,汽开区,汽开区
869,562,879,48.79,汽开区,汽开区
870,880,879,15.34,汽开区,汽开区
871,879,405,66.35,汽开区,汽开区
872,405,393,11.62,汽开区,汽开区
873,881,882,2.6,汽开区,汽开区
874,882,883,60.32,汽开区,汽开区
875,883,884,532.04,汽开区,汽开区
876,884,553,43.5,汽开区,汽开区
877,553,885,548.18,汽开区,汽开区
878,886,401,48.48,汽开区,汽开区
879,401,397,8.32,汽开区,汽开区
880,397,104,315.78,汽开区,汽开区
881,104,611,438.13,汽开区,汽开区
882,611,572,344.62,汽开区,汽开区
883,572,828,432.9,汽开区,汽开区
884,882,560,47.5,汽开区,汽开区
885,887,888,91.72,汽开区,汽开区
886,889,732,28.13,绿园区,绿园区
887,890,891,88.02,朝阳区,朝阳区
888,891,892,161.08,朝阳区,朝阳区
889,892,893,92.86,朝阳区,朝阳区
890,678,894,14.53,绿园区,绿园区
891,895,110,224.99,朝阳区,朝阳区
892,110,896,221.02,朝阳区,朝阳区
893,896,897,345.54,朝阳区,朝阳区
894,897,284,152.15,朝阳区,朝阳区
895,284,273,34.33,朝阳区,朝阳区
896,898,282,273.8,朝阳区,朝阳区
897,282,275,35.13,朝阳区,朝阳区
898,275,491,230.78,朝阳区,朝阳区
899,491,899,171.89,朝阳区,朝阳区
900,899,900,200.91,朝阳区,朝阳区
901,900,901,179.6,朝阳区,朝阳区
902,901,902,11.71,朝阳区,朝阳区
903,902,903,180.06,朝阳区,朝阳区
904,903,904,212.28,朝阳区,朝阳区
905,904,905,70.46,朝阳区,朝阳区
906,905,906,110.36,朝阳区,朝阳区
907,732,907,28.3,绿园区,绿园区
908,908,895,69.62,朝阳区,朝阳区
909,895,909,74.23,朝阳区,朝阳区
910,909,910,45.62,朝阳区,朝阳区
911,910,911,128.85,朝阳区,朝阳区
912,912,913,153.25,汽开区,汽开区
913,914,915,110.62,绿园区,绿园区
914,915,506,98.19,绿园区,绿园区
915,506,916,99.1,绿园区,绿园区
916,916,917,110.26,绿园区,绿园区
917,918,111,9.19,朝阳区,朝阳区
918,111,919,165.93,朝阳区,朝阳区
919,919,908,59.02,朝阳区,朝阳区
920,908,920,147.99,朝阳区,朝阳区
921,920,921,96.77,朝阳区,朝阳区
922,921,472,178.52,朝阳区,朝阳区
923,907,914,165.74,绿园区,绿园区
924,917,889,165.14,绿园区,绿园区
925,267,922,109.97,朝阳区,朝阳区
926,922,923,101.05,朝阳区,朝阳区
927,923,924,70.64,朝阳区,朝阳区
928,924,925,336.97,朝阳区,朝阳区
929,925,306,93.4,朝阳区,朝阳区
930,306,926,14.59,朝阳区,朝阳区
931,926,927,169.06,朝阳区,朝阳区
932,927,928,71.09,朝阳区,朝阳区
933,928,636,72.96,朝阳区,朝阳区
934,636,929,69.67,朝阳区,朝阳区
935,929,930,72.32,朝阳区,朝阳区
936,930,931,173.56,朝阳区,朝阳区
937,931,902,174.9,朝阳区,朝阳区
938,902,932,308.53,朝阳区,朝阳区
939,932,933,43.44,朝阳区,朝阳区
940,933,934,41.31,朝阳区,朝阳区
941,934,935,84.75,朝阳区,朝阳区
942,935,936,74.13,朝阳区,朝阳区
943,936,937,69.71,朝阳区,朝阳区
944,937,938,119.65,朝阳区,朝阳区
945,938,939,9.41,朝阳区,朝阳区
946,939,73,9.75,朝阳区,朝阳区
947,73,940,8.68,朝阳区,朝阳区
948,940,941,105.42,朝阳区,朝阳区
949,941,942,148.07,朝阳区,朝阳区
950,942,943,92.04,朝阳区,朝阳区
951,943,944,100.06,朝阳区,朝阳区
952,944,945,99.73,朝阳区,朝阳区
953,945,946,93.62,朝阳区,朝阳区
954,946,947,96.04,朝阳区,朝阳区
955,947,948,87.21,朝阳区,朝阳区
956,948,480,118.19,朝阳区,朝阳区
957,480,949,84.08,朝阳区,朝阳区
958,949,950,85.8,朝阳区,朝阳区
959,950,951,84.53,朝阳区,朝阳区
960,951,952,10.14,朝阳区,朝阳区
961,953,954,22.02,汽开区,汽开区
962,954,955,404.16,汽开区,汽开区
963,955,830,395.8,汽开区,汽开区
964,830,956,346.29,汽开区,汽开区
965,956,652,577.76,汽开区,汽开区
966,652,957,13.8,汽开区,汽开区
967,958,959,529.51,南关区,南关区
968,959,960,32.85,南关区,南关区
969,961,962,13.96,朝阳区,朝阳区
970,962,963,9.11,朝阳区,朝阳区
971,963,964,286.59,朝阳区,朝阳区
972,964,965,237.24,朝阳区,朝阳区
973,965,966,248.25,朝阳区,朝阳区
974,966,967,334.01,朝阳区,南关区
975,967,968,127.54,南关区,南关区
976,968,969,134.86,南关区,南关区
977,969,970,186.5,南关区,南关区
978,970,971,104.75,南关区,南关区
979,971,972,107.83,南关区,南关区
980,972,973,295.62,南关区,南关区
981,973,974,56.46,南关区,南关区
982,974,975,19.65,南关区,南关区
983,67,976,12.56,朝阳区,朝阳区
984,976,977,9.39,朝阳区,朝阳区
985,977,978,171.09,朝阳区,朝阳区
986,978,979,87.81,朝阳区,朝阳区
987,979,980,88.5,朝阳区,朝阳区
988,980,981,85.03,朝阳区,朝阳区
989,981,964,306.61,朝阳区,朝阳区
990,964,982,347.98,朝阳区,朝阳区
991,982,983,71.33,朝阳区,朝阳区
992,983,629,70.19,朝阳区,朝阳区
993,629,984,145.08,朝阳区,朝阳区
994,984,985,167.05,朝阳区,朝阳区
995,985,312,15.88,朝阳区,朝阳区
996,897,986,75.73,朝阳区,朝阳区
997,986,987,113.44,朝阳区,朝阳区
998,987,988,14.09,朝阳区,朝阳区
999,988,989,119.78,朝阳区,朝阳区
1000,989,990,35.03,朝阳区,朝阳区
1001,273,489,229.75,朝阳区,朝阳区
1002,489,991,172.93,朝阳区,朝阳区
1003,991,992,200.09,朝阳区,朝阳区
1004,992,993,180.06,朝阳区,朝阳区
1005,993,930,10.3,朝阳区,朝阳区
1006,930,994,182.34,朝阳区,朝阳区
1007,994,995,187.46,朝阳区,朝阳区
1008,995,996,70.59,朝阳区,朝阳区
1009,996,997,113.33,朝阳区,朝阳区
1010,997,998,13.16,朝阳区,朝阳区
1011,998,999,9.35,朝阳区,朝阳区
1012,999,982,267.36,朝阳区,朝阳区
1013,1000,1001,61.94,汽开区,朝阳区
1014,1001,1002,26.23,朝阳区,朝阳区
1015,1002,1003,55.11,朝阳区,朝阳区
1016,1003,1004,330.86,朝阳区,朝阳区
1017,1004,1005,121.55,朝阳区,朝阳区
1018,1005,1006,136.46,朝阳区,朝阳区
1019,1006,381,43.85,朝阳区,朝阳区
1020,381,1007,16.01,朝阳区,朝阳区
1021,1007,1008,564.33,朝阳区,朝阳区
1022,1008,1009,337.23,朝阳区,朝阳区
1023,1009,215,14.29,朝阳区,朝阳区
1024,1010,1000,61.82,汽开区,汽开区
1025,1011,619,206.64,汽开区,汽开区
1026,619,877,12.79,汽开区,汽开区
1027,877,1012,464.08,汽开区,汽开区
1028,1012,1013,33.48,汽开区,汽开区
1029,983,1014,266.14,朝阳区,朝阳区
1030,1014,1015,9.72,朝阳区,朝阳区
1031,240,1011,62.92,朝阳区,汽开区
1032,965,1016,345.71,朝阳区,朝阳区
1033,1016,1017,176.38,朝阳区,朝阳区
1034,1017,1018,89.2,朝阳区,朝阳区
1035,1018,1019,169.78,朝阳区,朝阳区
1036,1019,1020,9.75,朝阳区,朝阳区
1037,1020,66,9.87,朝阳区,朝阳区
1038,66,1021,8.98,朝阳区,朝阳区
1039,1021,1022,161.0,朝阳区,南关区
1040,1022,38,407.76,南关区,南关区
1041,1023,62,18.27,南关区,南关区
1042,62,1024,115.08,南关区,南关区
1043,1024,1025,565.07,南关区,南关区
1044,1025,1026,204.63,南关区,南关区
1045,1026,1027,211.67,南关区,南关区
1046,1027,1028,21.86,南关区,朝阳区
1047,1028,1029,434.81,朝阳区,朝阳区
1048,1029,1030,18.22,朝阳区,朝阳区
1049,39,1025,17.33,南关区,南关区
1050,1025,1031,378.41,南关区,南关区
1051,1031,1032,173.77,南关区,南关区
1052,1032,1033,16.41,南关区,南关区
1053,1033,1034,104.68,南关区,南关区
1054,1034,1035,56.09,南关区,南关区
1055,1035,1036,121.4,南关区,南关区
1056,1036,1037,113.28,南关区,南关区
1057,38,1026,17.42,南关区,南关区
1058,1026,1038,330.93,南关区,南关区
1059,1038,1039,139.16,南关区,南关区
1060,1039,1040,167.22,南关区,南关区
1061,1040,1041,14.06,南关区,南关区
1062,1041,1042,96.69,南关区,南关区
1063,1042,1043,60.34,南关区,南关区
1064,1043,1044,129.13,南关区,南关区
1065,1044,1045,106.86,南关区,南关区
1066,1046,1047,17.03,朝阳区,朝阳区
1067,1047,1048,273.06,朝阳区,朝阳区
1068,1048,1049,166.59,朝阳区,南关区
1069,1049,1050,189.94,南关区,南关区
1070,1050,1051,220.39,南关区,南关区
1071,1051,1052,12.72,南关区,南关区
1072,1052,1053,407.79,南关区,南关区
1073,1053,1054,438.65,南关区,南关区
1074,1054,1055,52.55,南关区,南关区
1075,1055,1056,32.54,南关区,南关区
1076,1056,1057,38.16,南关区,南关区
1077,1057,1058,170.08,南关区,南关区
1078,1058,1059,173.45,南关区,南关区
1079,1059,1060,147.45,南关区,南关区
1080,1060,1061,27.7,南关区,南关区
1081,1061,1062,30.51,南关区,南关区
1082,1062,1063,98.3,南关区,南关区
1083,1063,1064,104.76,南关区,南关区
1084,1064,1065,106.29,南关区,南关区
1085,1065,1066,102.49,南关区,南关区
1086,1066,1067,78.97,南关区,南关区
1087,1067,1068,35.84,南关区,南关区
1088,1068,1069,32.59,南关区,南关区
1089,1069,1070,34.22,南关区,南关区
1090,1070,1071,238.98,南关区,南关区
1091,1071,1072,217.58,南关区,南关区
1092,1072,1073,71.89,南关区,南关区
1093,1073,1074,250.52,南关区,南关区
1094,1074,1075,88.81,南关区,南关区
1095,1075,1076,13.02,南关区,南关区
1096,1076,1077,216.03,南关区,南关区
1097,1077,1078,179.93,南关区,南关区
1098,1078,1079,178.0,南关区,朝阳区
1099,1079,1080,98.7,朝阳区,朝阳区
1100,1080,1081,173.19,朝阳区,朝阳区
1101,1081,1082,20.82,朝阳区,朝阳区
1102,1083,1061,1317.78,南关区,南关区
1103,1084,1085,537.84,净月区,经开区
1104,1086,1087,750.08,净月区,净月区
1105,1085,1088,50.53,经开区,经开区
1106,436,1089,592.5,净月区,净月区
1107,1089,1090,579.87,净月区,净月区
1108,1090,1091,355.45,净月区,净月区
1109,1092,1093,144.53,宽城区,宽城区
